ID,WC,WPS,Qmarks,Unique,Dic,Sixltr,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Class
145,30,30,0,93.33,66.67,10,36.67,10,10,0,0,3.33,0,6.67,0,6.67,16.67,6.67,6.67,10,0,3.33,6.67,6.67,0,3.33,3.33,0,20,0,0,3.33,3.33,3.33,0,0,0,0,3.33,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,16.67,0,3.33,13.33,3.33,6.67,3.33,0,0,0,0,0,0,0,1
146,27,27,0,92.59,48.15,18.52,25.93,3.7,0,0,0,0,0,0,3.7,7.41,3.7,3.7,0,3.7,0,0,3.7,3.7,3.7,0,3.7,0,3.7,0,0,0,7.41,3.7,3.7,0,0,3.7,7.41,0,0,0,0,0,0,0,7.41,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,3.7,0,0,0,0,0,0,0,0
147,30,30,0,83.33,76.67,13.33,43.33,13.33,6.67,0,0,0,0,6.67,6.67,3.33,13.33,6.67,0,13.33,0,10,6.67,6.67,0,0,3.33,0,10,0,0,0,6.67,3.33,3.33,3.33,0,3.33,13.33,0,3.33,3.33,3.33,0,0,0,3.33,0,0,0,0,6.67,0,6.67,0,0,3.33,0,3.33,0,0,0,0,0,0,0,3.33,6.67,0,0,1
148,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
149,55,55,0,74.55,60,16.36,25.45,5.45,1.82,0,0,0,1.82,0,3.64,3.64,5.45,0,3.64,1.82,0,0,12.73,3.64,0,0,7.27,0,14.55,0,0,1.82,7.27,3.64,3.64,0,1.82,1.82,10.91,0,1.82,0,0,0,1.82,3.64,0,1.82,0,1.82,0,3.64,0,0,1.82,1.82,7.27,1.82,1.82,3.64,0,5.45,1.82,0,0,0,5.45,0,0,0,1
150,20,20,0,90,30,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,0,0,5,0,0,0,0
151,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
152,25,25,0,96,52,32,16,4,4,0,4,0,0,0,0,4,12,8,0,12,0,0,0,0,4,0,4,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,12,0,12,0,0,8,0,4,0,8,4,0,0,4,0,0,0,0,0,0
153,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
154,29,29,0,89.66,62.07,17.24,44.83,10.34,3.45,0,0,3.45,0,0,6.9,10.34,6.9,3.45,0,6.9,0,3.45,3.45,13.79,0,0,6.9,0,3.45,0,0,0,13.79,6.9,6.9,0,6.9,0,13.79,0,0,3.45,3.45,0,0,6.9,6.9,0,0,0,0,0,0,0,0,0,6.9,0,3.45,3.45,0,0,3.45,0,0,0,0,3.45,0,0,1
155,25,25,0,96,52,32,16,4,4,0,4,0,0,0,0,4,12,8,0,12,0,0,0,0,4,0,4,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,12,0,12,0,0,8,0,4,0,8,4,0,0,4,0,0,0,0,0,0
156,37,37,0,64.86,18.92,16.22,8.11,0,0,0,0,0,0,0,0,0,5.41,2.7,2.7,0,2.7,0,2.7,2.7,0,0,13.51,0,0,0,0,0,0,0,0,0,0,0,8.11,0,0,2.7,0,2.7,2.7,2.7,0,0,0,0,0,0,0,0,0,0,5.41,0,2.7,2.7,0,2.7,0,0,2.7,0,0,0,0,0,0
157,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
158,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
159,11,11,0,100,45.45,36.36,36.36,0,0,0,0,0,0,0,0,18.18,9.09,9.09,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0
160,28,28,0,89.29,53.57,17.86,28.57,0,0,0,0,0,0,0,0,7.14,3.57,3.57,0,3.57,0,0,10.71,3.57,0,3.57,7.14,0,3.57,0,0,0,7.14,3.57,3.57,0,3.57,0,7.14,0,0,0,0,0,0,7.14,0,3.57,0,3.57,0,0,0,0,0,0,10.71,0,10.71,0,3.57,0,0,0,0,10.71,7.14,0,0,0,0
161,25,25,0,96,52,32,16,4,4,0,4,0,0,0,0,4,12,8,0,12,0,0,0,0,4,0,4,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,12,0,12,0,0,8,0,4,0,8,4,0,0,4,0,0,0,0,0,0
162,27,13.5,0,85.19,55.56,22.22,40.74,7.41,0,0,0,0,0,0,7.41,0,7.41,7.41,0,7.41,0,3.7,11.11,3.7,3.7,3.7,7.41,0,0,0,0,0,0,0,0,0,0,0,14.81,0,0,0,0,3.7,0,3.7,7.41,0,0,0,0,7.41,0,3.7,0,3.7,7.41,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0
163,37,37,0,67.57,48.65,27.03,29.73,8.11,8.11,0,0,0,8.11,0,0,10.81,8.11,5.41,5.41,2.7,0,2.7,0,0,2.7,0,8.11,0,8.11,0,0,0,0,0,0,0,0,0,8.11,0,0,0,2.7,2.7,0,0,2.7,0,0,0,0,0,0,0,0,0,5.41,0,2.7,2.7,5.41,0,0,0,0,0,2.7,0,0,0,1
164,14,14,0,100,42.86,14.29,21.43,7.14,7.14,0,0,0,7.14,0,0,0,14.29,7.14,0,14.29,0,0,7.14,0,7.14,0,0,0,7.14,0,0,0,7.14,0,7.14,7.14,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,1
165,59,59,0,77.97,71.19,11.86,40.68,11.86,10.17,6.78,0,0,3.39,0,1.69,3.39,8.47,3.39,6.78,0,0,0,20.34,1.69,0,0,5.08,0,6.78,1.69,0,0,0,0,0,0,0,0,10.17,5.08,0,0,0,1.69,0,3.39,0,0,0,0,0,1.69,0,0,0,1.69,23.73,0,20.34,1.69,0,0,3.39,6.78,0,0,1.69,0,0,0,0
166,36,36,0,72.22,33.33,22.22,16.67,5.56,2.78,0,0,0,0,2.78,2.78,0,2.78,2.78,0,2.78,0,0,8.33,2.78,0,0,8.33,0,5.56,0,0,0,2.78,2.78,0,0,0,0,2.78,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,5.56,2.78,0,0,2.78,2.78,0,0,0,0,0,0,0
167,13,13,0,100,76.92,30.77,61.54,23.08,7.69,0,0,0,0,7.69,15.38,7.69,15.38,15.38,0,15.38,0,0,7.69,15.38,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,7.69,0,0,0,1
168,8,8,0,87.5,62.5,37.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,37.5,0,25,12.5,0,0,0,0,0,0,12.5,0,0,0,0
169,29,14.5,0,86.21,58.62,13.79,44.83,13.79,10.34,10.34,0,0,0,0,3.45,3.45,10.34,6.9,0,10.34,0,0,13.79,3.45,0,6.9,6.9,3.45,0,0,0,0,6.9,0,6.9,3.45,3.45,0,17.24,0,0,0,6.9,0,0,6.9,6.9,0,0,0,0,3.45,0,0,3.45,0,6.9,0,6.9,0,3.45,0,0,0,3.45,0,3.45,0,0,0,0
170,17,17,0,88.24,23.53,35.29,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,11.76,0,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0
171,69,69,0,37.68,21.74,5.8,11.59,1.45,1.45,1.45,0,0,0,0,0,1.45,2.9,1.45,0,2.9,0,0,5.8,1.45,0,1.45,15.94,0,0,0,0,0,5.8,2.9,2.9,0,1.45,1.45,2.9,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,2.9,1.45,1.45,0,0,2.9,0,0,0,0,0,0,0,0,0
172,25,25,0,96,52,32,16,4,4,0,4,0,0,0,0,4,12,8,0,12,0,0,0,0,4,0,4,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,12,0,12,0,0,8,0,4,0,8,4,0,0,4,0,0,0,0,0,0
173,20,20,0,90,30,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,0,0,5,0,0,0,0
174,13,13,0,100,61.54,38.46,46.15,7.69,7.69,0,0,0,0,7.69,0,0,7.69,7.69,7.69,0,0,15.38,0,15.38,0,7.69,0,0,7.69,0,0,0,7.69,0,7.69,0,0,0,15.38,0,7.69,0,0,0,0,7.69,0,0,0,0,0,7.69,0,7.69,0,0,7.69,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0
175,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
176,29,29,0,82.76,75.86,24.14,37.93,3.45,0,0,0,0,0,0,3.45,13.79,3.45,3.45,0,3.45,0,3.45,6.9,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.69,0,6.9,0,0,0,0,10.34,3.45,3.45,0,0,3.45,3.45,3.45,0,0,0,13.79,0,13.79,0,6.9,3.45,0,0,10.34,0,3.45,0,0,0,0
177,79,79,0,64.56,53.16,8.86,35.44,12.66,12.66,7.59,1.27,0,3.8,0,0,6.33,1.27,1.27,0,1.27,0,0,12.66,2.53,1.27,0,7.59,0,7.59,1.27,0,1.27,1.27,0,1.27,0,1.27,0,7.59,1.27,1.27,0,0,2.53,1.27,2.53,0,1.27,1.27,0,0,2.53,1.27,1.27,0,0,10.13,1.27,3.8,5.06,0,0,0,1.27,0,0,1.27,0,0,0,0
178,48,48,0,56.25,37.5,6.25,27.08,6.25,4.17,4.17,0,0,0,0,2.08,2.08,8.33,4.17,6.25,0,0,0,6.25,0,0,8.33,14.58,0,0,0,0,0,4.17,2.08,2.08,0,0,0,10.42,0,2.08,0,2.08,6.25,0,0,0,0,0,0,0,2.08,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,37,37,0,64.86,18.92,16.22,8.11,0,0,0,0,0,0,0,0,0,5.41,2.7,2.7,0,2.7,0,2.7,2.7,0,0,13.51,0,0,0,0,0,0,0,0,0,0,0,8.11,0,0,2.7,0,2.7,2.7,2.7,0,0,0,0,0,0,0,0,0,0,5.41,0,2.7,2.7,0,2.7,0,0,2.7,0,0,0,0,0,0
180,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
181,43,43,0,76.74,79.07,13.95,51.16,4.65,4.65,4.65,0,0,0,0,0,13.95,6.98,6.98,2.33,4.65,0,6.98,6.98,6.98,2.33,9.3,2.33,0,0,0,0,0,11.63,9.3,2.33,0,0,0,9.3,0,0,0,4.65,0,0,4.65,0,2.33,2.33,0,0,2.33,0,2.33,0,0,11.63,0,2.33,6.98,2.33,0,4.65,2.33,0,0,2.33,0,0,0,0
182,28,28,0,85.71,57.14,21.43,32.14,10.71,3.57,3.57,0,0,0,0,7.14,7.14,3.57,3.57,0,3.57,0,0,10.71,0,3.57,0,7.14,0,3.57,0,0,0,7.14,3.57,3.57,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,7.14,0,7.14,0,0,3.57,0,3.57,0,7.14,3.57,0,0,0,0
183,20,20,0,90,30,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,0,0,5,0,0,0,0
184,18,18,0,94.44,72.22,22.22,50,11.11,11.11,0,0,0,11.11,0,0,5.56,11.11,5.56,0,5.56,0,0,22.22,0,0,5.56,0,0,16.67,0,0,5.56,11.11,11.11,0,0,0,0,16.67,0,0,5.56,11.11,0,0,5.56,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,5.56,0,0,0,0
185,29,29,0,93.1,55.17,17.24,31.03,0,0,0,0,0,0,0,0,3.45,17.24,6.9,3.45,13.79,0,0,17.24,3.45,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,3.45,0,0,3.45,0,0,3.45,3.45,0,3.45,0,0,0,0,0,20.69,0,3.45,17.24,0,0,0,0,0,0,0,0,0,0,0
186,24,24,0,95.83,79.17,12.5,41.67,4.17,4.17,0,0,4.17,0,0,0,8.33,12.5,4.17,4.17,8.33,0,0,20.83,8.33,4.17,0,4.17,0,8.33,0,0,0,12.5,8.33,4.17,0,4.17,0,20.83,0,0,8.33,4.17,0,0,12.5,4.17,0,0,0,0,0,0,0,0,0,16.67,4.17,4.17,8.33,4.17,4.17,4.17,0,0,0,4.17,0,0,0,0
187,25,25,0,88,76,12,44,12,8,4,0,0,4,0,4,8,8,4,4,4,0,8,8,4,4,0,4,0,12,4,0,4,4,4,0,0,0,0,8,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,8,0,0,8,0,0,4,0,0,0,4,4,0,0,1
188,25,25,0,96,52,32,16,4,4,0,4,0,0,0,0,4,12,8,0,12,0,0,0,0,4,0,4,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,12,0,12,0,0,8,0,4,0,8,4,0,0,4,0,0,0,0,0,0
189,50,25,0,56,38,6,30,12,10,0,10,0,0,0,2,0,6,4,4,2,0,2,8,0,0,4,16,0,12,0,0,0,0,0,0,0,0,0,10,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,0,0,2,0,0,0,0,0,0,0
190,22,22,0,86.36,77.27,27.27,40.91,0,0,0,0,0,0,0,0,4.55,13.64,13.64,0,13.64,0,4.55,13.64,18.18,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,13.64,0,4.55,0,0,4.55,4.55,0,4.55,0,0,0,0,0,0,0,0,0,18.18,4.55,9.09,4.55,9.09,4.55,0,0,4.55,0,4.55,0,0,0,0
191,27,27,0,92.59,59.26,22.22,37.04,0,0,0,0,0,0,0,0,0,11.11,11.11,0,7.41,0,3.7,18.52,0,0,7.41,7.41,0,0,0,0,0,0,0,0,0,0,0,11.11,3.7,3.7,0,0,0,0,3.7,0,0,0,0,0,3.7,0,3.7,0,0,11.11,3.7,3.7,3.7,3.7,0,0,0,0,0,0,0,0,0,0
192,21,21,0,95.24,47.62,23.81,33.33,9.52,4.76,4.76,0,0,0,0,4.76,0,14.29,9.52,0,9.52,4.76,4.76,9.52,4.76,0,0,4.76,0,0,0,0,0,4.76,4.76,0,0,0,0,14.29,0,0,9.52,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0
193,17,17,0,94.12,47.06,47.06,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,17.65,5.88,0,5.88,5.88,0,0,0,0,0,5.88,0,0,0,0
194,57,19,5.26,73.68,66.67,17.54,42.11,5.26,3.51,0,0,3.51,0,0,1.75,3.51,10.53,7.02,5.26,5.26,0,12.28,5.26,10.53,0,7.02,5.26,0,8.77,0,0,0,8.77,8.77,1.75,0,1.75,0,21.05,0,7.02,1.75,3.51,1.75,3.51,1.75,5.26,1.75,0,0,0,0,0,0,0,0,1.75,0,0,3.51,1.75,1.75,0,0,0,0,1.75,0,0,0,0
195,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
196,24,24,0,95.83,62.5,33.33,33.33,12.5,8.33,0,4.17,4.17,0,0,4.17,0,8.33,0,0,8.33,0,4.17,12.5,8.33,0,0,4.17,0,16.67,0,0,0,8.33,8.33,0,0,0,0,25,0,0,4.17,4.17,8.33,4.17,8.33,4.17,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,8.33,0,0,0,4.17,4.17,0,0,0,1
197,25,25,0,92,44,24,20,0,0,0,0,0,0,0,0,4,8,0,4,4,0,0,8,0,4,4,4,0,0,0,0,0,4,4,0,0,0,0,12,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,8,0,0,0,4,0,0,0,0,0,0
198,15,7.5,0,93.33,60,26.67,26.67,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,6.67,6.67,6.67,0,0,6.67,6.67,0,6.67,0,0,6.67,0,0,0,0,0,0,26.67,0,0,13.33,0,13.33,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0,0,1
199,50,25,0,56,38,6,30,12,10,0,10,0,0,0,2,0,6,4,4,2,0,2,8,0,0,4,16,0,12,0,0,0,0,0,0,0,0,0,10,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,0,0,2,0,0,0,0,0,0,0
200,11,11,0,100,18.18,27.27,18.18,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,27,27,0,88.89,55.56,11.11,37.04,0,0,0,0,0,0,0,0,7.41,3.7,0,0,3.7,0,0,7.41,3.7,0,11.11,11.11,0,0,0,0,0,3.7,3.7,0,0,0,0,3.7,0,0,0,0,0,0,3.7,0,3.7,3.7,0,0,3.7,0,3.7,0,0,3.7,0,3.7,0,0,0,0,0,0,3.7,0,3.7,0,0,0
202,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
203,26,26,0,92.31,61.54,23.08,34.62,11.54,3.85,3.85,0,0,0,0,7.69,3.85,11.54,7.69,0,7.69,0,0,7.69,3.85,0,0,3.85,0,0,0,0,0,3.85,3.85,0,0,0,0,19.23,7.69,0,3.85,3.85,0,7.69,0,3.85,0,0,0,0,0,0,0,0,0,3.85,0,3.85,0,3.85,3.85,0,0,3.85,0,3.85,0,0,0,0
204,29,14.5,0,100,79.31,17.24,34.48,13.79,10.34,6.9,0,0,0,3.45,3.45,3.45,10.34,6.9,3.45,3.45,3.45,3.45,3.45,3.45,3.45,0,0,0,10.34,0,0,3.45,6.9,3.45,3.45,0,3.45,0,13.79,3.45,6.9,3.45,0,0,0,3.45,0,13.79,10.34,3.45,3.45,0,0,0,0,0,3.45,0,0,6.9,0,0,0,0,0,0,3.45,3.45,0,3.45,0
205,30,15,0,86.67,73.33,13.33,46.67,10,3.33,3.33,0,0,0,0,6.67,6.67,13.33,6.67,6.67,6.67,0,3.33,16.67,0,0,3.33,6.67,0,6.67,0,6.67,0,6.67,6.67,0,0,0,0,13.33,6.67,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,10,0,3.33,6.67,3.33,0,0,0,0,0,6.67,0,0,0,1
206,26,26,0,88.46,53.85,26.92,30.77,11.54,3.85,0,0,0,0,3.85,7.69,0,3.85,0,0,3.85,0,0,15.38,3.85,0,0,7.69,0,11.54,0,0,0,3.85,0,3.85,0,3.85,0,19.23,3.85,0,0,3.85,7.69,0,7.69,0,0,0,0,0,3.85,0,3.85,0,0,7.69,3.85,3.85,0,0,0,0,0,3.85,0,3.85,0,0,0,1
207,31,31,0,70.97,45.16,16.13,29.03,3.23,0,0,0,0,0,0,3.23,12.9,3.23,0,3.23,0,0,0,6.45,3.23,0,3.23,9.68,0,0,0,0,0,0,0,0,0,0,0,12.9,3.23,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,16.13,0,16.13,0,3.23,0,0,0,0,0,0,0,0,0,0
208,27,27,0,85.19,62.96,25.93,37.04,3.7,0,0,0,0,0,0,3.7,7.41,3.7,0,3.7,0,0,0,14.81,3.7,0,7.41,3.7,0,7.41,0,0,3.7,3.7,0,3.7,0,0,3.7,7.41,0,3.7,0,3.7,0,0,0,0,0,0,0,0,3.7,0,3.7,0,0,3.7,0,0,3.7,0,7.41,0,0,0,0,7.41,0,0,0,1
209,28,28,0,92.86,53.57,21.43,25,10.71,7.14,0,7.14,0,0,0,3.57,0,10.71,7.14,0,10.71,0,3.57,7.14,0,0,0,3.57,0,14.29,0,0,3.57,3.57,0,3.57,0,3.57,0,10.71,0,0,3.57,0,3.57,0,3.57,0,0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,3.57,0,0,0,0,0,3.57,0,0,0,1
210,24,24,0,87.5,54.17,41.67,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,12.5,4.17,0,0,8.33,0,4.17,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,4.17,4.17,0,0,0,0,0,4.17,0,4.17,0,0,4.17,0,0,4.17,16.67,0,0,0,0,0,4.17,0,0,0,1
211,13,13,0,100,46.15,15.38,30.77,23.08,7.69,0,0,7.69,0,0,15.38,0,7.69,7.69,0,7.69,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,27,13.5,0,85.19,55.56,22.22,40.74,7.41,0,0,0,0,0,0,7.41,0,7.41,7.41,0,7.41,0,3.7,11.11,3.7,3.7,3.7,7.41,0,0,0,0,0,0,0,0,0,0,0,14.81,0,0,0,0,3.7,0,3.7,7.41,0,0,0,0,7.41,0,3.7,0,3.7,7.41,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,1
213,22,22,0,86.36,40.91,27.27,13.64,0,0,0,0,0,0,0,0,0,4.55,4.55,0,4.55,0,0,9.09,4.55,0,0,13.64,0,4.55,0,0,0,0,0,0,0,0,0,9.09,4.55,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,4.55,13.64,0,0,0,4.55,0,0,4.55,0,0,0,1
214,55,18.33,0,90.91,81.82,16.36,47.27,12.73,9.09,9.09,0,0,0,0,3.64,3.64,9.09,7.27,1.82,5.45,0,7.27,9.09,7.27,0,1.82,1.82,1.82,1.82,0,0,0,10.91,3.64,7.27,0,1.82,3.64,12.73,0,1.82,0,5.45,0,0,1.82,3.64,0,0,0,0,0,0,0,0,0,21.82,1.82,3.64,16.36,0,5.45,1.82,0,0,0,3.64,0,0,0,1
215,20,20,0,95,60,25,30,0,0,0,0,0,0,0,0,10,5,5,0,5,0,10,5,5,0,0,5,5,5,0,0,5,20,15,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,1
216,50,16.67,2,94,62,16,28,12,2,0,0,2,0,0,10,0,14,6,4,6,4,0,10,0,4,0,0,0,8,2,0,2,0,0,0,0,0,0,10,2,4,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,12,6,4,2,6,0,2,2,4,0,2,0,0,0,0
217,35,35,0,68.57,48.57,37.14,17.14,0,0,0,0,0,0,0,0,0,2.86,2.86,0,2.86,0,0,8.57,0,0,5.71,8.57,0,0,0,0,0,8.57,0,8.57,8.57,0,0,5.71,0,0,0,0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,11.43,0,2.86,8.57,0,8.57,0,0,0,0,5.71,0,0,0,1
218,23,23,0,91.3,34.78,26.09,13.04,4.35,0,0,0,0,0,0,4.35,0,13.04,8.7,4.35,4.35,0,0,0,0,0,0,8.7,0,4.35,0,0,4.35,0,0,0,0,0,0,8.7,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,8.7,4.35,0,0,0,0,0,0,0,0,1
219,31,10.33,0,93.55,64.52,22.58,32.26,9.68,9.68,0,0,6.45,0,3.23,0,0,9.68,6.45,0,9.68,0,0,9.68,6.45,0,3.23,0,0,12.9,0,3.23,0,9.68,9.68,0,0,0,0,16.13,0,0,3.23,3.23,3.23,3.23,6.45,3.23,0,0,0,0,0,0,0,0,0,6.45,0,3.23,3.23,0,0,0,0,6.45,0,3.23,0,0,0,1
