ID,WC,WPS,Qmarks,Unique,Dic,Sixltr,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Class
462,10,10,0,90,90,10,60,0,0,0,0,0,0,0,0,20,10,10,0,10,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0
463,13,6.5,0,100,69.23,15.38,30.77,23.08,15.38,7.69,0,7.69,0,0,7.69,0,15.38,7.69,0,15.38,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,7.69,0,0,0,0,23.08,0,7.69,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0
464,12,12,0,83.33,58.33,25,33.33,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,8.33,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,8.33,0,0,0,0,0
465,34,34,0,82.35,94.12,14.71,52.94,14.71,2.94,0,0,0,0,2.94,11.76,2.94,17.65,8.82,2.94,14.71,0,2.94,14.71,2.94,0,5.88,2.94,0,8.82,0,0,2.94,2.94,0,2.94,0,2.94,0,20.59,2.94,0,2.94,0,5.88,2.94,0,2.94,0,0,0,0,0,0,0,0,0,17.65,0,11.76,5.88,0,5.88,0,0,0,0,5.88,0,0,2.94,0
466,15,15,0,93.33,73.33,20,40,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,13.33,6.67,0,0,6.67,0,6.67,0,0,6.67,6.67,0,6.67,0,0,0,6.67,0,0,0,0,0,0,6.67,0,6.67,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0
467,5,5,0,100,60,40,40,20,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,9,9,0,88.89,66.67,33.33,33.33,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,22.22,0,0,0,0,0,22.22,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0
469,10,10,0,100,70,50,40,20,10,10,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,20,0,20,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1
470,9,9,11.11,100,88.89,22.22,55.56,22.22,22.22,11.11,0,11.11,0,0,0,0,11.11,11.11,0,0,11.11,11.11,0,22.22,0,0,0,0,33.33,11.11,0,11.11,0,0,0,0,0,0,33.33,0,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,1
471,4,4,0,100,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,25,0,0,0,0
472,9,9,0,88.89,88.89,11.11,55.56,11.11,11.11,0,0,11.11,0,0,0,0,22.22,11.11,11.11,0,11.11,0,22.22,0,11.11,0,0,0,22.22,0,0,0,11.11,0,11.11,0,11.11,0,22.22,0,0,0,11.11,11.11,0,0,0,11.11,0,11.11,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0,0,0,11.11,0,0,0,0
473,10,10,0,90,90,10,60,0,0,0,0,0,0,0,0,20,10,10,0,10,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0
474,13,13,0,84.62,84.62,15.38,53.85,23.08,7.69,7.69,0,0,0,0,15.38,0,7.69,7.69,0,7.69,0,0,7.69,0,0,0,15.38,0,15.38,0,0,0,7.69,7.69,0,0,0,0,15.38,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0
475,5,5,0,80,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,6,6,0,100,50,33.33,33.33,0,0,0,0,0,0,0,0,16.67,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,30,10,3.33,83.33,73.33,16.67,46.67,13.33,6.67,0,0,0,6.67,0,6.67,10,3.33,3.33,3.33,0,0,0,20,0,0,0,3.33,0,13.33,0,0,3.33,0,0,0,0,0,0,3.33,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,23.33,0,10,10,0,0,0,0,0,0,3.33,0,0,0,0
478,52,26,0,75,90.38,19.23,67.31,9.62,3.85,3.85,0,0,0,0,5.77,9.62,11.54,9.62,0,11.54,0,1.92,19.23,7.69,1.92,7.69,3.85,1.92,3.85,0,0,1.92,5.77,0,5.77,0,3.85,0,21.15,1.92,5.77,1.92,0,0,1.92,3.85,3.85,0,0,0,0,1.92,1.92,0,0,0,17.31,0,13.46,3.85,0,0,0,0,0,0,0,0,0,0,1
479,11,11,0,90.91,54.55,9.09,36.36,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,18.18,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0
480,7,7,0,85.71,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0
481,10,10,0,100,100,0,50,20,10,10,0,0,0,0,10,10,30,20,0,30,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,10,0,0,10,20,0,20,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,1
482,7,7,0,100,57.14,28.57,57.14,14.29,0,0,0,0,0,0,14.29,0,14.29,14.29,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,22,22,0,77.27,77.27,9.09,50,0,0,0,0,0,0,0,0,13.64,4.55,4.55,0,4.55,0,4.55,27.27,0,0,0,9.09,0,4.55,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,13.64,13.64,0,0,0,0,0,0,4.55,0,0,0,1
484,7,7,0,85.71,100,57.14,28.57,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,0,0,0,0,0
485,4,4,0,100,75,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0
486,6,6,0,100,100,0,66.67,33.33,16.67,16.67,0,0,0,0,16.67,0,33.33,16.67,0,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,33.33,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,1
487,10,10,0,80,30,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0
488,7,7,0,85.71,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0
489,6,6,0,100,66.67,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,16.67,16.67,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,1
490,14,7,0,92.86,71.43,28.57,57.14,28.57,21.43,21.43,0,0,0,0,7.14,7.14,7.14,7.14,7.14,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0
491,9,9,11.11,88.89,66.67,22.22,55.56,11.11,0,0,0,0,0,0,11.11,22.22,11.11,11.11,0,11.11,0,11.11,11.11,0,0,0,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,39,19.5,0,76.92,61.54,23.08,51.28,5.13,5.13,0,0,0,0,5.13,0,5.13,5.13,5.13,0,5.13,0,10.26,25.64,5.13,0,2.56,2.56,0,10.26,0,0,0,2.56,2.56,0,0,0,0,12.82,0,0,0,5.13,0,0,7.69,0,0,0,0,0,0,0,0,0,0,17.95,2.56,12.82,2.56,0,0,0,0,0,0,0,0,0,0,0
493,16,16,0,75,12.5,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,12.5,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0
494,63,31.5,0,52.38,23.81,17.46,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,23.81,0,4.76,0,1.59,1.59,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,3.17,4.76,0,4.76,0,6.35,0,0,0,3.17,0,0,0,0,0,0
495,8,8,0,87.5,87.5,12.5,37.5,25,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,0,0,0,0,12.5,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1
496,6,6,0,83.33,83.33,0,50,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,1
497,4,4,0,100,75,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,25,25,0,0,0,0,50,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
498,45,15,0,80,55.56,28.89,31.11,6.67,4.44,4.44,0,0,0,0,2.22,8.89,2.22,2.22,0,2.22,0,0,8.89,4.44,0,0,2.22,0,8.89,0,0,6.67,2.22,0,2.22,0,2.22,0,4.44,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,8.89,0,6.67,2.22,6.67,0,0,0,0,2.22,0,0,0,0,0
499,5,5,0,100,80,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,0,20,20,0,0,0,0,40,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500,11,11,0,72.73,81.82,9.09,36.36,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,18.18,0,0,0,0,0,27.27,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,9.09,0,0,0,9.09,0,0,0,0,0,0
501,15,15,6.67,93.33,80,33.33,46.67,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,20,6.67,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,13.33,0,13.33,0,13.33,6.67,6.67,0,6.67,0,0,0,0,0,0
502,6,6,0,100,83.33,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,16.67,0,16.67,16.67,0,0,33.33,0,16.67,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,1
503,56,56,0,75,78.57,14.29,48.21,19.64,16.07,16.07,0,0,0,0,3.57,3.57,10.71,8.93,0,10.71,0,1.79,10.71,5.36,1.79,3.57,5.36,1.79,5.36,0,0,3.57,5.36,7.14,1.79,0,1.79,0,5.36,0,0,0,1.79,0,0,3.57,0,0,0,0,0,7.14,0,5.36,1.79,0,7.14,0,1.79,7.14,5.36,0,0,0,0,0,1.79,0,0,0,1
504,3,3,0,100,33.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,8,8,0,100,75,25,12.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,37.5,12.5,0,12.5,0,0,12.5,0,0,0,1
506,18,18,0,88.89,88.89,16.67,72.22,16.67,11.11,11.11,0,0,0,0,5.56,5.56,27.78,22.22,0,16.67,0,0,16.67,5.56,5.56,0,5.56,0,11.11,0,0,0,5.56,5.56,0,0,0,0,22.22,0,5.56,5.56,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507,48,16,0,77.08,54.17,29.17,43.75,4.17,4.17,0,0,0,0,4.17,0,2.08,4.17,4.17,0,4.17,0,6.25,27.08,0,0,2.08,2.08,0,8.33,0,0,0,4.17,2.08,2.08,0,0,0,8.33,0,0,0,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,10.42,2.08,8.33,0,0,0,0,0,0,0,0,0,0,0,0
508,11,11,0,81.82,54.55,36.36,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,9.09,9.09,0,0,0,0,18.18,0,0,0,0
509,16,8,0,93.75,93.75,12.5,43.75,12.5,12.5,12.5,0,0,0,0,0,6.25,12.5,6.25,12.5,0,0,6.25,12.5,0,0,0,0,0,18.75,6.25,0,0,6.25,6.25,0,0,0,0,31.25,6.25,0,0,0,0,0,12.5,6.25,6.25,0,0,6.25,0,0,0,0,0,25,6.25,6.25,18.75,0,0,0,0,0,0,0,0,0,6.25,1
510,25,12.5,4,60,80,20,40,0,0,0,0,0,0,0,0,4,12,12,0,12,0,4,16,0,0,0,8,0,16,0,0,16,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,8,0,0,0,1
511,46,46,0,84.78,69.57,30.43,32.61,6.52,4.35,0,0,2.17,0,2.17,2.17,4.35,4.35,2.17,0,2.17,0,0,15.22,6.52,0,2.17,2.17,0,17.39,0,0,2.17,4.35,2.17,2.17,0,2.17,0,4.35,0,0,2.17,2.17,0,0,0,2.17,0,0,0,0,6.52,0,0,6.52,0,4.35,0,0,4.35,0,0,0,0,2.17,4.35,0,0,0,0,1
512,7,7,0,100,100,42.86,28.57,14.29,14.29,14.29,0,0,0,0,0,0,14.29,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,57.14,0,57.14,14.29,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
513,16,16,0,87.5,81.25,18.75,56.25,6.25,6.25,6.25,0,0,0,0,0,25,6.25,6.25,0,0,0,0,18.75,6.25,0,0,0,0,6.25,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,12.5,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,1
514,5,5,0,100,40,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,37,12.33,0,89.19,91.89,29.73,54.05,18.92,16.22,5.41,0,2.7,8.11,0,2.7,2.7,8.11,5.41,2.7,5.41,0,5.41,16.22,2.7,2.7,2.7,2.7,0,21.62,8.11,0,2.7,13.51,8.11,5.41,2.7,2.7,0,16.22,0,5.41,0,2.7,0,0,5.41,2.7,0,0,0,0,0,0,0,0,0,18.92,2.7,8.11,8.11,2.7,0,2.7,0,0,0,5.41,0,0,0,1
516,7,7,0,100,42.86,28.57,28.57,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0
517,13,13,0,100,84.62,23.08,38.46,7.69,0,0,0,0,0,0,7.69,0,7.69,7.69,0,7.69,0,7.69,15.38,7.69,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,15.38,15.38,0,0,0,23.08,0,23.08,0,7.69,7.69,0,0,0,0,0,0,0,0,0
518,3,3,0,100,66.67,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0
519,5,5,0,100,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,8,8,0,100,37.5,37.5,25,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
521,39,39,0,71.79,61.54,25.64,33.33,2.56,0,0,0,0,0,0,2.56,10.26,2.56,2.56,0,0,0,0,12.82,2.56,0,0,7.69,0,7.69,0,0,0,10.26,0,10.26,0,10.26,0,2.56,0,0,0,2.56,0,0,0,2.56,5.13,0,5.13,0,0,0,0,0,0,15.38,0,10.26,5.13,0,0,2.56,0,0,0,7.69,0,0,0,0
522,14,14,0,100,92.86,0,50,21.43,14.29,14.29,0,0,0,0,7.14,7.14,14.29,0,0,7.14,7.14,7.14,7.14,7.14,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,14.29,7.14,0,0,0,0,0,7.14,0,7.14,0,0,7.14,7.14,0,7.14,0,0,14.29,0,7.14,14.29,0,0,0,7.14,0,0,0,0,0,7.14,1
523,7,7,0,100,71.43,14.29,57.14,14.29,14.29,0,0,14.29,0,0,0,0,28.57,14.29,14.29,0,0,0,14.29,0,14.29,0,0,0,28.57,0,0,0,0,0,0,0,0,0,28.57,0,0,0,14.29,14.29,0,0,0,14.29,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0
524,14,14,0,85.71,78.57,28.57,21.43,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,21.43,0,0,0,7.14,0,14.29,7.14,0,0,7.14,0,7.14,0,7.14,0,14.29,0,7.14,0,0,7.14,0,0,0,7.14,0,7.14,0,0,0,0,0,0,21.43,0,14.29,7.14,7.14,0,0,0,0,0,21.43,0,0,0,1
525,8,8,0,100,100,12.5,62.5,12.5,12.5,12.5,0,0,0,0,0,0,25,25,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,25,0,25,0,12.5,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
526,13,6.5,7.69,100,92.31,30.77,46.15,7.69,0,0,0,0,0,0,7.69,15.38,0,0,0,0,0,0,7.69,0,0,7.69,7.69,0,7.69,0,0,0,7.69,0,7.69,0,7.69,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,7.69,0,0,0,15.38,7.69,0,0,0,1
527,7,7,14.29,100,100,14.29,57.14,14.29,14.29,14.29,0,0,0,0,0,0,28.57,28.57,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,42.86,0,0,28.57,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,1
528,23,23,0,86.96,69.57,30.43,39.13,4.35,4.35,4.35,0,0,0,0,0,8.7,4.35,4.35,0,0,4.35,0,21.74,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,4.35,4.35,4.35,0,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,0,21.74,4.35,8.7,8.7,4.35,4.35,0,0,4.35,0,0,0,0,0,0
529,7,7,0,100,42.86,28.57,28.57,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0
